lat,lon,hour,month,time,value
28.42,77.031,16,7,2024-07-18 16:00:00,44.5
28.42,77.031,19,7,2024-07-18 19:00:00,72.5
28.42,77.031,20,7,2024-07-18 20:00:00,57.06
28.42,77.031,21,7,2024-07-18 21:00:00,56.29
28.42,77.031,0,7,2024-07-19 00:00:00,55.3
28.42,77.031,2,7,2024-07-19 02:00:00,68.27
28.42,77.031,3,7,2024-07-19 03:00:00,72.12
28.42,77.031,4,7,2024-07-19 04:00:00,68.97
28.42,77.031,5,7,2024-07-19 05:00:00,69.37
28.42,77.031,6,7,2024-07-19 06:00:00,69.47
28.42,77.031,7,7,2024-07-19 07:00:00,85.42
28.42,77.031,11,7,2024-07-20 11:00:00,73.3
28.42,77.031,13,7,2024-07-20 13:00:00,52.85
28.42,77.031,13,7,2024-07-22 13:00:00,55.9
28.42,77.031,14,7,2024-07-22 14:00:00,25.3
28.42,77.031,15,7,2024-07-22 15:00:00,23.18
28.42,77.031,16,7,2024-07-22 16:00:00,33.06
28.42,77.031,17,7,2024-07-22 17:00:00,43.07
28.42,77.031,18,7,2024-07-22 18:00:00,44.93
28.42,77.031,19,7,2024-07-22 19:00:00,53.02
28.42,77.031,20,7,2024-07-22 20:00:00,63.43
28.42,77.031,22,7,2024-07-22 22:00:00,42.4
28.42,77.031,23,7,2024-07-22 23:00:00,59.49
28.42,77.031,1,7,2024-07-23 01:00:00,73.42
28.42,77.031,2,7,2024-07-23 02:00:00,78.89
28.42,77.031,5,7,2024-07-23 05:00:00,71.29
28.42,77.031,6,7,2024-07-23 06:00:00,73.88
28.42,77.031,7,7,2024-07-23 07:00:00,60.88
28.42,77.031,8,7,2024-07-23 08:00:00,62.6
28.42,77.031,17,7,2024-07-23 17:00:00,61.87
28.42,77.031,18,7,2024-07-23 18:00:00,58.57
28.42,77.031,20,7,2024-07-23 20:00:00,68.55
28.42,77.031,21,7,2024-07-23 21:00:00,81.99
28.42,77.031,22,7,2024-07-23 22:00:00,83.12
28.42,77.031,7,7,2024-07-24 07:00:00,51.04
28.42,77.031,7,7,2024-07-25 07:00:00,33.4
28.42,77.031,8,7,2024-07-25 08:00:00,33.1
28.42,77.031,5,7,2024-07-26 05:00:00,43.3
28.42,77.031,2,7,2024-07-27 02:00:00,170.63
28.42,77.031,3,7,2024-07-27 03:00:00,144.21
28.42,77.031,4,7,2024-07-27 04:00:00,149.71
28.42,77.031,5,7,2024-07-27 05:00:00,59.44
28.42,77.031,6,7,2024-07-27 06:00:00,67.4
28.42,77.031,7,7,2024-07-27 07:00:00,69.15
28.42,77.031,8,7,2024-07-27 08:00:00,49.34
28.42,77.031,9,7,2024-07-27 09:00:00,51.86
28.42,77.031,10,7,2024-07-27 10:00:00,69.9
28.42,77.031,11,7,2024-07-27 11:00:00,95.0
28.42,77.031,12,7,2024-07-27 12:00:00,124.65
28.42,77.031,13,7,2024-07-27 13:00:00,115.9
28.42,77.031,16,7,2024-07-27 16:00:00,123.79
28.42,77.031,17,7,2024-07-27 17:00:00,144.15
28.42,77.031,18,7,2024-07-27 18:00:00,92.78
28.42,77.031,22,7,2024-07-27 22:00:00,56.06
28.42,77.031,23,7,2024-07-27 23:00:00,59.23
28.42,77.031,0,7,2024-07-28 00:00:00,70.34
28.42,77.031,1,7,2024-07-28 01:00:00,85.6
28.42,77.031,6,7,2024-07-28 06:00:00,62.51
28.42,77.031,7,7,2024-07-28 07:00:00,67.08
28.42,77.031,12,7,2024-07-28 12:00:00,30.78
28.42,77.031,13,7,2024-07-28 13:00:00,31.02
28.42,77.031,14,7,2024-07-28 14:00:00,26.4
28.42,77.031,15,7,2024-07-28 15:00:00,17.35
28.42,77.031,21,7,2024-07-28 21:00:00,32.68
28.42,77.031,22,7,2024-07-28 22:00:00,34.63
28.42,77.031,23,7,2024-07-28 23:00:00,22.66
28.42,77.031,0,7,2024-07-29 00:00:00,34.15
28.42,77.031,1,7,2024-07-29 01:00:00,31.6
28.42,77.031,2,7,2024-07-29 02:00:00,20.8
28.42,77.031,4,7,2024-07-29 04:00:00,30.35
28.42,77.031,5,7,2024-07-29 05:00:00,29.98
28.42,77.031,6,7,2024-07-29 06:00:00,27.4
28.42,77.031,7,7,2024-07-29 07:00:00,34.0
28.42,77.031,12,7,2024-07-29 12:00:00,50.1
28.42,77.031,13,7,2024-07-29 13:00:00,43.72
28.42,77.031,14,7,2024-07-29 14:00:00,49.9
28.42,77.031,23,7,2024-07-29 23:00:00,78.98
28.42,77.031,0,7,2024-07-30 00:00:00,80.83
28.42,77.031,1,7,2024-07-30 01:00:00,87.45
28.42,77.031,3,7,2024-07-30 03:00:00,57.87
28.42,77.031,4,7,2024-07-30 04:00:00,60.1
28.42,77.031,18,7,2024-07-30 18:00:00,37.16
